MP name,Nature of membership,Start of term,End of term,No. of Term,Standing Committee Membership,State,Constituency,Political party,Gender,Educational qualifications,Educational qualifications - details,Age,Debates,Private Member Bills,Questions,Attendance,Notes,National Debates average,National Private Member Bills average,National Questions average,National Attendance average,State's Debates average,State's Private Member Bills  average,State's Questions average,State's Attendance average
Tarlochan Singh,Elected,2-Aug-04,01/08/2010,First Term,No,Haryana,,Independent,Male,Post Graduate,"M.A. (Economics) Educated at Panjab University, Chandigarh ",84,30,0,40,94%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),10,0.3,81,78%,11.4,0,47,87%
Tarun Vijay,Elected,5-Jul-10,04/07/2016,First Term,Defence ,Uttarakhand,,Bharatiya Janata Party,Male,Graduate,"B.A. Educated at Dehradun and Osmania University, Hyderabad",61,197,4,360,91%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),65,1.2,333,78%,120.6,1.7,685,91%
Tazeen Fatma,Elected,26-Nov-14,In office,First Term,Social Justice & Empowerment ,Uttar Pradesh,,Samajwadi Party,Female,Doctorate,"M.A., M.Phil., Ph.D., Diploma in Public Administration Educated at Aligarh Muslim University (A.M.U.), Aligarh",63,11,0,0,91%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),38.6,0.7,140,78%,48.9,0.3,126,82%
Thaawar Chand Gehlot,Elected,3-Apr-12,In office,First Term,No,Madhya Pradesh,,Bharatiya Janata Party,Male,Graduate,"B.A. Educated at Vikram University, Ujjain, Madhya Pradesh",68,26,0,227,96%,"This MP was appointed a minister in May 2014. Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 21st Feb, 2014. (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.)",16.1,0.4,110,78%,21.5,0.8,173,84%
Thomas Sangma,Elected,13-Apr-08,04/02/2013,First Term,No,Meghalaya,,Nationalist Congress Party,Male,Diploma Course,"Under Graduate, Diploma in Computer Applications Educated at Tura Government College (N.E.H.U.), Tura and C.A. I. (Kolkata), Tura ",55,8,4,58,85%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),30.8,0.9,233,78%,8.3,4.2,60,90%
Thota Lakshmi Seetharama,Elected,10-Apr-14,In office,First Term,Commerce,Andhra Pradesh,,Telugu Desam Party,Female,Inter/ Higher Secondary,"Secondary Education Educated at Z.P. High School, Vill. Upuluru, Distt. West Godavari (Andhra Pradesh)",65,2,0,83,79%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),45.4,0.8,163,78%,33.9,1.4,196,78%
Tiruchi Siva,Elected,3-Apr-14,In office,Third Term,"Personnel, Public Grievances, Law and Justice",Tamil Nadu,,Dravida Munnetra Kazhagam,Male,Post Graduate,"M.A. (Eng.), B.L. Educated at Periyar E.V.R. College, Madras University and Tiruchi Law College, Bharatidassan University ",62,205,4,200,81%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),79.1,1.8,422,78%,112.7,1.3,547,75%
Upendra Kushwaha (RS),Elected,8-Jul-10,04/01/2013,First Term,No,Bihar,,Janata Dal (United),Male,Post Graduate,"B.Sc., M.A. (Political Science) Educated at Patna Science College, Patna and B.R. Ambedkar Bihar University, Muzaffarpur (Bihar)",55,4,0,150,78%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),20.7,0.6,156,78%,28,0.1,207,80%
V. Hanumantha Rao,Elected,22-Jun-10,21/06/2016,Fourth Term,Water Resources ,Telangana,,Indian National Congress,Male,Graduate,"B.A. Educated at Osmania University, Hyderabad ",68,74,0,148,79%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),65,1.2,333,78%,105.1,0.2,483,77%
V. Maitreyan,Elected,25-Jul-13,In office,Third Term,Home Affairs,Tamil Nadu,,All India Anna Dravida Munnetra Kazhagam,Male,Doctorate,"M.B.B.S., M.D. (General Medicine), D.M. (Medical Oncology) Educated at Government Medical College, Nagpur University, Madras Medical College, University of Madras and Cancer Institute (WIA), University of Madras ",61,125,0,555,85%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),85.4,1.8,453,78%,120.7,1.3,587,75%
V. Vijayasai Reddy,Elected,22-Jun-16,In office,First Term,Petroleum & Natural Gas,Andhra Pradesh,,Yuvajana Sramika Rythu Congress Party,Male,Information not available,Information not available,60,18,2,99,98%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),10.4,0.2,44,78%,7.3,0.6,66,78%
V.P. Singh Badnore,Elected,5-Jul-10,04/07/2016,First Term,Energy ,Rajasthan,,Bharatiya Janata Party,Male,Graduate,"B.A.(Hons.), Business Management Educated at Mayo College, Government College, Ajmer and A.S.C.I., Hyderabad",68,76,0,66,91%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),65,1.2,333,78%,58.7,0.4,359,84%
Vandana Hemant Chavan,Elected,3-Apr-12,In office,First Term,"Science & Technology, Environment & Forests",Maharashtra,,Nationalist Congress Party,Female,Professional Graduate,"B.Sc., LL.B. Educated at Hutchings High School, Pune, Fergusson College, Pune and I.L.S. Law College, Pu",55,22,0,193,64%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),61.5,1.1,272,78%,62.3,3.2,458,76%
Varinder Singh Bajwa,Elected,10-Apr-04,09/04/2010,First Term,No,Punjab,,Shiromani Akali Dal,Male,Post Graduate,"M.A. (Political Science) Educated at Panjab University, Chandigarh",72,3,0,108,43%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),8.3,0.2,62,78%,1.9,0,70,80%
Vasanthi Stanley,Elected,3-Apr-08,02/04/2014,First Term,No,Tamil Nadu,,Dravida Munnetra Kazhagam,Female,Post Graduate,"B.A., B.Ed., M.A. (English), B.L. Educated at Madurai Kamaraj University, Madurai and Dr. Ambedkar Law University, Chennai ",54,66,0,250,86%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),40,1,291,78%,52.3,0.7,339,75%
Vayalar Ravi,Elected,23-Apr-15,In office,Fourth Term,Commerce,Kerala,,Indian National Congress,Male,Post Graduate,"B.A., M.A., B.L. Educated at S.D. College, Alappuzha, Maharajas College, Ernakulam and Law College, Ernakulam ",79,5,0,21,83%,"This MP was a minister till 16th May 2014. Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are available from 9th June 2014. (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.)",85.4,1.8,453,78%,125.3,1.3,651,71%
Veer Pal Singh Yadav,Elected,3-Apr-06,02/04/2012,First Term,No,Uttar Pradesh,,Samajwadi Party,Male,Professional Graduate,"B.A., LL.B. Educated at Atmaram Inter College, Balliya (Bareilly), Shri Gulab Ray Inter College, Bareilly and Bareilly College, Bareilly, Uttar Pradesh",61,14,0,23,85%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),23.9,0.6,181,78%,20.5,1.3,123,82%
Veer Singh,Elected,26-Nov-14,In office,Third Term,"Food, Consumer Affairs & Public Distribution",Uttar Pradesh,,Bahujan Samaj Party,Male,Professional Graduate,"B.A., LL.B. Educated at J.S. Hindu College, Amroha, Jyotiba Phule Nagar and K.G.K. College, Muradabad, Uttar Pradesh",61,73,3,22,84%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),85.4,1.8,453,78%,92,2.1,355,82%
Vegad Shankarbhai N.,Elected,3-Apr-12,In office,First Term,Agriculture,Gujarat,,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"S.S.C. Educated at D.N.T. High School, Joravar Nagar, Surendranagar, Gujarat",61,5,0,18,87%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),61.5,1.1,272,78%,36.3,2.7,254,79%
Vijay Goel,Elected,10-Apr-14,In office,First Term,No,Rajasthan,,Bharatiya Janata Party,Male,Post Graduate,"Honorary D. Lit., M.Com., LL.B. Educated at Shri Ram College of Commerce and Law Centre, University of Delhi",63,33,1,332,94%,"This MP was appointed a minister in July 2016. Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 11th May, 2016. (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.)",35,0.6,119,78%,32.2,0.4,105,84%
Vijay Jawaharlal Darda,Elected,5-Jul-10,04/07/2016,Third Term,Information Technology ,Maharashtra,,Indian National Congress,Male,Diploma Course,Diploma in Jounalism & Printing Technology,66,65,14,1028,55%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),65,1.2,333,78%,68.4,3,564,76%
Vijay Mallya,Elected,1-Jul-10,04/05/2016,Second Term,Commerce,Karnataka,,Independent,Male,Graduate,"B.Com. (Hons.), Doctor of Philosophy in Business Administration (Honoris Causa) conferred by Southern California University, Irvine, USA Educated at St. Xaviers College, Kolkata",61,0,0,216,30%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),62.4,1.2,327,78%,38.9,1.3,260,70%
Vijaykumar Rupani,Elected,3-Apr-06,02/04/2012,First Term,No,Gujarat,,Bharatiya Janata Party,Male,Professional Graduate,"B.A., LL.B. Educated at Saurashtra University, Rajkot (Gujarat)",60,17,0,85,75%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),23.9,0.6,181,78%,15.1,0,147,79%
Vijaylaxmi Sadho,Elected,30-Jun-10,29/06/2016,First Term,Rural Development ,Madhya Pradesh,,Indian National Congress,Female,Doctorate,"M.B.B.S. Educated at Gandhi Medical College, Bhopal",61,95,0,175,92%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),65,1.2,333,78%,65.8,1.5,425,84%
Vijila Sathyananth,Elected,3-Apr-14,In office,First Term,Social Justice & Empowerment ,Tamil Nadu,,All India Anna Dravida Munnetra Kazhagam,Female,Professional Post Graduate,"B.Sc., B.Ed., P.G.D.C.A., M.B.A. Educated at Madurai Kamaraj University, Madurai and Manonmaniam Sundaranar University, Tirunelveli",46,84,0,124,93%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),45.4,0.8,163,78%,68.4,0.6,248,75%
Vikas Mahatme,Elected,5-Jul-16,In office,First Term,Health and Family Welfare,Maharashtra,,Bharatiya Janata Party,Male,Post Graduate,"M.S. (Ophthalmology) from Govt. Medical College, Nagpur, Maharashtra",59,3,0,46,87%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),10.4,0.2,44,78%,9.7,0.6,68,76%
Vikram Verma,Elected,3-Apr-06,02/04/2012,Second Term,No,Madhya Pradesh,,Bharatiya Janata Party,Male,Post Graduate,"M.A. (Hindi and Political Science), LL.B. Educated at Christian College, Indore and Gujarati College, Indore (Madhya Pradesh) ",73,15,0,0,91%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),23.9,0.6,181,78%,24.9,0.6,211,84%
Vilasrao Dagadojirao Deshmukh,Elected,4-Aug-09,14/08/2012,Second Term,No,Maharashtra,,Indian National Congress,Male,Professional Graduate,"B.Sc., B.A., LL.B. Educated at Garware College, Pune University, Pune and I.L.S. Law College, Pune (Maharashtra)",71,N/A,N/A,N/A,N/A,"This MP was a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vinay Katiyar,Elected,3-Apr-12,In office,Second Term,"Agriculture and Food, Consumer Affairs & Public Distribution",Uttar Pradesh,,Bharatiya Janata Party,Male,Graduate,"B.Com. Educated at Kanpur University, Kanpur (Uttar Pradesh) ",62,19,0,2,84%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),85.4,1.8,453,78%,92,2.1,355,82%
Vinay P. Sahasrabuddhe,Elected,5-Jul-16,In office,First Term,Information Technology and HRD,Maharashtra,,Bharatiya Janata Party,Male,Doctorate,Doctor of Philosophy (Arts) in Political Science from University of Mumbai,59,7,0,74,96%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),10.4,0.2,44,78%,9.7,0.6,68,76%
Viplove Thakur,Elected,10-Apr-14,In office,Second Term,Energy,Himachal Pradesh,,Indian National Congress,Female,Post Graduate,"B.A., M.A. (Political Science) Educated at Panjab University, Chandigarh",73,158,0,613,95%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),69.2,1.4,344,78%,92.5,0,322,90%
Virendra Bhatia,Elected,3-Apr-06,24/05/2010,First Term,No,Uttar Pradesh,,Samajwadi Party,Male,Post Graduate,"LL.B., M.Com., M.A.( Sociology), Diploma in Labour Law Educated at Lucknow University, Lucknow (Uttar Pradesh) ",69,5,0,16,33%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),10,0.3,77,78%,8.4,0.4,58,82%
Vishambhar Prasad Nishad,Elected,5-Jul-16,In office,Second Term,Human Resource Development,Uttar Pradesh,,Samajwadi Party,Male,Post Graduate,"M.A., LL.B.",54,110,3,400,98%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),45.2,0.8,163,78%,57.1,0.5,141,82%
Vivek Gupta,Elected,3-Apr-12,In office,First Term,Industry,West Bengal,,All India Trinamool Congress,Male,Graduate,"B.Com (Hons.), Degree in System Design and Analyst and Degree in Print Production Educated at Calcutta University, Kolkata, NIIT, Kolkata and V.D.M.A. (Germany)",41,115,24,488,86%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),61.5,1.1,272,78%,91.9,2,189,74%
Vivek K. Tankha,Elected,30-Jun-16,In office,First Term,Industry,Madhya Pradesh,,Indian National Congress,Male,Professional Graduate,LLB (Bachelor of Laws) from Delhi University,61,14,0,25,89%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),10.4,0.2,44,78%,6.3,0,28,84%
Wansuk Syiem,Elected,22-Apr-13,In office,Second Term,Social Justice & Empowerment ,Meghalaya,,Indian National Congress,Female,Matric,"Educated at St. Mary’s Mazarello Convent, Jowai, Meghalaya",60,67,0,436,96%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),51.9,0.8,204,78%,69.6,0,453,90%
Y. P. Trivedi,Elected,3-Apr-08,02/04/2014,First Term,No,Maharashtra,,Nationalist Congress Party,Male,Professional Graduate,"B. Com., LL.B. Educated at Sydnam College, Mumbai",88,33,2,450,57%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),40,1,291,78%,48.6,1.3,465,76%
Y. S. Chowdary,Elected,22-Jun-16,In office,Second Term,No,Andhra Pradesh,,Telugu Desam Party,Male,Professional Graduate,"B.E. (Bachelor of Engineering) from Chaitanya Institute of Technology, Hyderabad Master of Engineering from P.S.G. College of Technology, Coimbatore",55,49,0,369,81%,"This MP was appointed a minister in Nov 2014. Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 14th Aug, 2014. (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.)",46.9,1,279,78%,35,1.4,421,78%
